uri,cid,author_handle,author_did,indexedAt,createdAt,text,reply_root_uri,reply_parent_uri,is_repost,like_count,repost_count,reply_count,quote_count,news_title,news_description,news_uri,engagement,cluster,cluster_like_count,cluster_reply_count,cluster_quote_count,cluster_repost_count,cluster_size,cluster_engagement_count,cluster_engagement_rank
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3ly3mcvs7ou2m,bafyreifxnuf63shy4eo4y3pc5u7koxra4ebodetutij5jtoworpyz5hpbu,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-09-05T11:59:26.007Z,2025-09-05T12:20:32.000000Z,"Aoife Wafer misses out as Ireland team named for New Zealand clash

There are six changes from the side that defeated Spain last weekend, with Béibhinn Parsons back on the wing.
",,,0,1,1,0,0,,,https://www.breakingnews.ie/sport/aoife-wafer-misses-out-as-ireland-team-named-for-new-zealand-clash-1802879.html,2.0,3,54,12,8,11,64,85,4
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lxd757vitb25,bafyreif3bcelx4rm5axm54ab4zf3v6f5xeipgno2ueymk6mht4ua6faijq,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-26T18:59:44.112Z,2025-08-26T17:07:06.000000Z,"Trump wil Noord-Koreaanse leider Kim ontmoeten, zegt hij tegen vleiende president van Zuid-Korea

De Zuid-Koreaanse president Lee wist Donald Trump te vleien met een oproep vrede te stichten tussen Noord- en Zuid-Korea. Heel realistisch lijkt dat niet.
",,,0,1,0,1,0,"Trump wil Noord-Koreaanse leider Kim ontmoeten, zegt hij tegen vleiende president van Zuid-Korea",Lee in Washington: De Zuid-Koreaanse president Lee wist Donald Trump te vleien met een oproep vrede te stichten tussen Noord- en Zuid-Korea. Heel realistisch lijkt dat niet.,https://www.nrc.nl/nieuws/2025/08/26/trump-wil-noord-koreaanse-leider-kim-ontmoeten-zegt-hij-tegen-vleiende-president-van-zuid-korea-a4904115,2.0,2,323,14,15,121,69,473,1
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lvxvu6sk6s25,bafyreiaecupnq4z6ts6yy3t3a4u7p4fuqgd42av3e5ndpkfujm4wqnm7ru,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-09T13:49:07.913Z,2025-08-09T13:21:02.000000Z,"Police begin making arrests after banned Palestine Action group gathers in central London

Onlookers applauded the protesters and shouted “shame on you” at the police making arrests.
",,,0,2,0,0,0,Police begin making arrests after banned Palestine Action group gathers in central London,Onlookers applauded the protesters and shouted “shame on you” at the police making arrests.,https://www.thejournal.ie/police-begin-making-arrests-after-banned-palestine-action-group-gathers-in-central-london-6786591-Aug2025/,2.0,0,42,66,1,20,80,129,2
at://did:plc:cegiy4pfghh4rjs7ks7pbnkm/app.bsky.feed.post/3lxp276zvvg2g,bafyreihjnb7zh2itjnlkscwbq6sq2x3qhsqoac2eo3hrmasloqpn6tugv4,news-flows-cz.bsky.social,did:plc:cegiy4pfghh4rjs7ks7pbnkm,2025-08-31T12:03:17.903Z,2025-08-31T11:42:00.000000Z,"Muzikálová hvězda Polyáková se vdala! Ano řekla fešnému motorkáři

 Marianna Polyáková (32), kterou znají především divadelní diváci, ať v Česku nebo na Slovensku, se během posledního srpnového víkendu vdala. Vzala si vášnivého motorkáře Jakuba Cocuľu.
",,,0,2,0,0,0,Muzikálová hvězda Polyáková se vdala! Ano řekla fešnému motorkáři,"Marianna Polyáková (32), kterou znají především divadelní diváci, se během posledního srpnového víkendu vdala. Vzala si vášnivého motorkáře Jakuba Cocuľu.",https://www.blesk.cz/clanek/celebrity-ceske-celebrity/820875/muzikalova-hvezda-polyakova-se-vdala-ano-rekla-fesnemu-motorkari.html,2.0,1,64,11,6,25,71,106,3
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lwbvjboji22w,bafyreifqwsg2oyn7vdi3jzrmcohioar47xdqxshtc4d5zhwz47vrop6xna,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-13T13:09:39.403Z,2025-08-13T12:57:40.000000Z,"Beter slapen? Deze sport kan de oplossing zijn


Wie beter wil slapen, kan het beste kiezen voor de sport… yoga. Dat blijkt uit een grote analyse van dertig eerdere onderzoeken, uitgevoerd door wetenschappers van Harbin Sport University in China. 



Ze vergeleken data uit twaalf landen en...",,,0,1,0,0,0,Beter slapen? Deze sport kan de oplossing zijn,Het gaat allemaal om het laag houden van cortisol.,https://www.metronieuws.nl/lifestyle/health-mind/2025/08/sport-slapen-yoga-onderzoek/,1.0,3,54,12,8,11,64,85,4
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lxcsyw37m222,bafyreiexzmiq5maa562ygeby7ff4lnjqut5khjjk4hlgzcc2vp3jkxrhai,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-26T15:22:34.105Z,2025-08-26T15:03:00.000000Z,"Zuid-Koreaanse president komt ongeschonden uit het Witte Huis; Trump wil ontmoeting met Kim Jong-un


",,,0,1,0,1,0,Zuid-Koreaanse president komt ongeschonden uit het Witte Huis; Trump wil ontmoeting met Kim Jong-un,De Amerikaanse president Donald Trump wil ‘nog dit jaar’ de Noord-Koreaanse leider Kim Jong-un ontmoeten. De Zuid-Koreaanse president Lee Jae-myung zei maandag tijdens zijn bezoek aan Trump zich te ve...,https://www.volkskrant.nl/buitenland/zuid-koreaanse-president-komt-ongeschonden-uit-het-witte-huis-trump-wil-ontmoeting-met-kim-jong-un~bcf0099f/,2.0,2,323,14,15,121,69,473,1
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lvxrrkdjfs2w,bafyreidtwrfclp2il5havxzhsfsnz6h44sfywqz5kllp5jzvmg7hysoo3y,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-09T12:36:04.208Z,2025-08-09T12:15:21.000000Z,"Arrests begin in London at largest Palestine Action protest since group’s ban

Met police says it has drawn officers from other forces to form ‘significant presence’ in busy weekend of protestsMiddle East crisis – live updatesArrests have begun at the largest demonstration relating to Palestine...",,,0,1,0,1,0,Arrests begin in London at largest Palestine Action protest since group’s ban,Met police says it has drawn officers from other forces to form ‘significant presence’ in busy weekend of protests,https://www.theguardian.com/world/2025/aug/09/palestine-action-arrests-london-largest-protest-ban,2.0,0,42,66,1,20,80,129,2
at://did:plc:kzmukwaf72iwepygposicgt3/app.bsky.feed.post/3lxnh2f4s542d,bafyreihusnxquny5jzpxmhzjypmxstokczeh4ldcw5sk4q6m6yknipqpny,news-flows-fr.bsky.social,did:plc:kzmukwaf72iwepygposicgt3,2025-08-30T20:47:55.007Z,2025-08-30T20:17:03.000000Z,"Pour sa dernière à Fort Boyard, Olivier Minne n’a pas pu retenir ses larmes face au Père Fouras

Olivier Minne présentait ce samedi 30 août son dernier Fort Boyard, après 23 années d’animation. Et il a reçu un très bel hommage du Père Fouras en personne.
",,,0,1,1,0,0,,,https://www.huffingtonpost.fr/divertissement/article/pour-sa-derniere-a-fort-boyard-olivier-minne-n-a-pas-pu-retenir-ses-larmes-face-au-pere-fouras_254200.html,2.0,1,64,11,6,25,71,106,3
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lwb7g4mj7i2m,bafyreieb2yuhfr7s4pbqasqe6bh7rfjdmbgeld3bgdcyro6wqsaadjwmfm,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-13T06:34:11.108Z,2025-08-13T06:27:08.000000Z,"De mogelijke tegenstanders van Feyenoord in Europa League, Rotterdammers lopen miljoenen mis

Na de nederlaag tegen Fenerbahçe (6-4 over twee duels) hervat Feyenoord het avontuur in de Europa League. De Rotterdammers zijn verzekerd van een plek in de hoofdfase van het tweede clubtoernooi van...",,,0,0,0,1,0,"De mogelijke tegenstanders van Feyenoord in Europa League, Rotterdammers lopen miljoenen mis",Na de nederlaag tegen Fenerbahçe (6-4 over twee duels) hervat Feyenoord het avontuur in de Europa League. De Rotterdammers zijn verzekerd van een plek in de hoofdfase van het tweede clubtoernooi van E...,https://www.ad.nl/voetbal/de-mogelijke-tegenstanders-van-feyenoord-in-europa-league-rotterdammers-lopen-miljoenen-mis~a1295c6c/,1.0,3,54,12,8,11,64,85,4
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lxqw5pouvg24,bafyreial2k4m7ylcztqnoxqog2xlpo674crjz5toxbsbbgsadce4vrwvmi,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-09-01T05:56:12.908Z,2025-09-01T05:45:28.000000Z,"US judge blocks Trump from deporting hundreds of Guatemalan children as plane sits on tarmac

A U.S. federal judge on Sunday halted the Trump administration from deporting a group of migrant Guatemalan children already boarded onto planes and potentially hundreds more in government shelters...",,,0,2,0,0,0,US judge blocks Trump from deporting hundreds of Guatemalan children as plane sits on tarmac,A U.S. federal judge on Sunday halted the Trump administration from deporting a group of migrant Guatemalan children already boarded onto planes and potentially hundreds more in government shelters af...,https://www.independent.ie/world-news/north-america/us-judge-blocks-trump-from-deporting-hundreds-of-guatemalan-children-as-plane-sits-on-tarmac/a1011569250.html,2.0,2,323,14,15,121,69,473,1
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lvx6hqr2je2i,bafyreidfhr6q4klmu5oanyochbkeq2gzfab7hzakrs26uoi4qngi6bxb74,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-09T06:50:34.307Z,2025-08-09T06:30:09.000000Z,"Protest planned for Shannon Airport over alleged transporting of weapons to Israel

“The Irish government must get serious  – stop this trade in death now,” the organiser said.
",,,0,1,0,0,1,Protest planned for Shannon Airport over alleged transporting of weapons to Israel,"“The Irish government must get serious  – stop this trade in death now,” the organiser said.",https://www.thejournal.ie/protest-planned-for-shannon-airport-over-alleged-transporting-of-weapons-to-israel-6786463-Aug2025/,2.0,0,42,66,1,20,80,129,2
at://did:plc:kzmukwaf72iwepygposicgt3/app.bsky.feed.post/3lxgs3nz2hh2n,bafyreihb4cy2ncbexijqkavsyjllpmrxkrd2wbdwh2nc5sv7t5a5xpp4x4,news-flows-fr.bsky.social,did:plc:kzmukwaf72iwepygposicgt3,2025-08-28T05:16:51.003Z,2025-08-28T05:02:06.000000Z,"Pedro Pascal, George Clooney, Louis de Funès... Ces 10 stars de cinéma qui ont connu un succès tardif

Alors que certains comédiens connaissent la gloire dès leur plus jeune âge, d’autres doivent attendre de longues années avant de s’imposer aux yeux du grand public. Voici 10 stars de cinéma...",,,0,1,1,0,0,,,https://www.cnews.fr/culture/2025-08-28/pedro-pascal-george-clooney-louis-de-funes-ces-10-stars-de-cinema-qui-ont-connu,2.0,1,64,11,6,25,71,106,3
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw4ewrmybf2m,bafyreihfwbtelqomk5zddkyvlmaga3fsfowjj5yrspp7lxgzdsp3p4n6um,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T08:29:39.409Z,2025-08-11T08:23:00.000000Z,"Ajax stalt talent bij FC Volendam, man van 117 miljoen op weg naar Everton, Morata-soap ten einde

De transfermolen draait op volle toeren. Welke spelers vinden voor 2 september onderdak bij een nieuwe club, en wat zijn de laatste geruchten? Hieronder volg je het laatste transfernieuws uit...",,,0,1,0,0,0,"TransferTalk | Ajax stalt talent bij FC Volendam, man van 117 miljoen op weg naar Everton, Morata-soap ten einde","De transfermolen draait op volle toeren. Welke spelers vinden voor 2 september onderdak bij een nieuwe club, en wat zijn de laatste geruchten? Hieronder volg je het laatste transfernieuws uit binnen- ...",https://www.ad.nl/transfernieuws/transfertalk-ajax-stalt-talent-bij-fc-volendam-man-van-117-miljoen-op-weg-naar-everton-morata-soap-ten-einde~a2335771/,1.0,3,54,12,8,11,64,85,4
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lxklw4aslc2z,bafyreiepn6fwwtww6sltmciyuexov3nanztjnnakzr67fy7axcmqxgby6u,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-29T17:37:01.006Z,2025-08-29T16:42:23.000000Z,"Appeals court blocks Trump administration from ending legal protections for 600,000 Venezuelans


",,,0,1,0,1,0,"Appeals court blocks Trump administration from ending legal protections for 600,000 Venezuelans","A federal appeals court on Friday blocked the Trump administration’s plans to end protections for 600,000 people from Venezuela who have had permission to live and work in the United States.  A three-...",https://www.yahoo.com/news/articles/appeals-court-blocks-trump-administration-164223854.html,2.0,2,323,14,15,121,69,473,1
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lvwfvnhhbo27,bafyreie4i4ljjbcjvuuwhysehsdhwoofjf45wc6kcrjscaadgeydybz72i,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-08T23:30:57.205Z,2025-08-08T23:05:57.000000Z,"Legality vs Reality: Could Western leaders face consequences for complicity in genocide?

A growing number of genocide scholars have accused Israel of committing the crime of crimes in Gaza.
",,,0,1,0,1,0,Legality vs Reality: Could Western leaders face consequences for complicity in genocide?,A growing number of genocide scholars have accused Israel of committing the crime of crimes in Gaza.,https://www.thejournal.ie/could-states-and-leaders-face-real-consequences-for-complicity-in-genocide-6779851-Aug2025/,2.0,0,42,66,1,20,80,129,2
at://did:plc:kzmukwaf72iwepygposicgt3/app.bsky.feed.post/3lxfznhqcf72y,bafyreidba6zi4q72attd4i4k6p27zba5hu2enhi2dgygcupqlys4i4ygci,news-flows-fr.bsky.social,did:plc:kzmukwaf72iwepygposicgt3,2025-08-27T21:59:25.808Z,2025-08-27T21:40:35.000000Z,"""Jamais vu ça de ma vie"" : des Pyrénées au Bas-Rhin, des Français confrontés aux orages et à la grêle en plein été

Une vingtaine de départements est placée en vigilance orange ce mercredi 27 août à cause des orages.
Une quadragénaire est décédée à l'hôpital de Dijon après la chute d'un arbre...",,,0,1,1,0,0,"""Jamais vu ça de ma vie"" : des Pyrénées au Bas-Rhin, des Français confrontés aux orages et à la grêle en plein été  | TF1 INFO",[VIDÉO] Une vingtaine de départements est placée en vigilance orange ce mercredi 27 août à cause des orages. Une quadragénaire est décédée à l'hôpital de Dijon après la chute d'un arbre dans un campin...,https://www.tf1info.fr/meteo/video-video-meteo-des-pyrenees-au-bas-rhin-des-francais-confrontes-aux-orages-et-a-la-grele-en-plein-ete-2391150.html,2.0,1,64,11,6,25,71,106,3
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw3mdnhaoe2v,bafyreifmu37tj2ihfyy6tpqy353pzk6a3nv74zrgig4gder626tfsoyvcq,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-11T01:09:29.002Z,2025-08-11T01:00:35.000000Z,"Atletiekunie worstelde met seksfilmpje, maar ‘kon niet ingrijpen’: ‘Het was een moreel dilemma’

Een mannelijke atleet filmde in 2023 stiekem de vrijpartij met zijn teamgenote. Een jaar later stond hij hij op de Olympische Spelen en zat zij, hordeloopster Zoë Sedney, beschadigd en...",,,0,0,0,1,0,"Atletiekunie worstelde met seksfilmpje, maar ‘kon niet ingrijpen’: ‘Het was een moreel dilemma’","Een mannelijke atleet filmde in 2023 stiekem de vrijpartij met zijn teamgenote. Een jaar later stond hij hij op de Olympische Spelen en zat zij, hordeloopster Zoë Sedney, beschadigd en gedesillusionee...",https://www.ad.nl/andere-sporten/atletiekunie-worstelde-met-seksfilmpje-maar-kon-niet-ingrijpen-het-was-een-moreel-dilemma~a3486bd4a/,1.0,3,54,12,8,11,64,85,4
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lxkk5qu5v62c,bafyreig5t7kqyntbfbvb4cjw5cvn6dlfqvv7e3nsp7mxhgzdebe6h3bety,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-29T17:05:30.505Z,2025-08-29T16:30:22.000000Z,"Step back and take it in: the US is entering full authoritarian mode | Jonathan Freedland

Trump’s dictator-like behaviour is so brazen, so blatant, that paradoxically, we discount it. But now it’s time to call it what it isIf this were happening somewhere else – in Latin America, say – how...",,,0,1,1,0,0,Step back and take it in: the US is entering full authoritarian mode | Jonathan Freedland,"Trump’s dictator-like behaviour is so brazen, so blatant, that paradoxically, we discount it. But now it’s time to call it what it is, says Guardian columnist Jonathan Freedland",https://www.theguardian.com/commentisfree/2025/aug/29/us-authoritarian-donald-trump-national-guard,2.0,2,323,14,15,121,69,473,1
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lvvg7mlwai27,bafyreieeabech6m6ps6hbwbehdd6uatzzwr5guiklohfkbwj7vl6tldw4m,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-08T14:03:51.602Z,2025-08-08T13:41:05.000000Z,"Kneecap manager says Sony told them to stop talking about Palestine

“That’s not going to happen.” Kneecap’s manager has said that Sony told the band to stop talking about Palestine. Manager,...
The post Kneecap manager says Sony told them to stop talking about Palestine appeared first on JOE.ie.
",,,0,0,0,2,0,,,https://www.joe.ie/news/kneecap-manager-says-sony-told-them-to-stop-talking-about-palestine-851155,2.0,0,42,66,1,20,80,129,2
at://did:plc:kzmukwaf72iwepygposicgt3/app.bsky.feed.post/3lxeai37ux62m,bafyreidznk7auvklifayr2bmzna27umpf6lghqjw4jecubjwvolkjmhnt4,news-flows-fr.bsky.social,did:plc:kzmukwaf72iwepygposicgt3,2025-08-27T04:56:20.508Z,2025-08-27T04:00:03.000000Z,"Mostra de Venise 2025 : les seize films les plus attendus de la 82e édition

Les prochains films de François Ozon, Olivier Assayas, Guillermo del Toro, Kathryn Bigelow, Cédric Jimenez, Gus Van Sant, Park Chan-Wook, Yorgos Lanthimos, Luca Guadagnino, Jim Jarmusch et Valérie Donzelli sont...",,,0,2,0,0,0,,,https://www.franceinfo.fr/culture/cinema/mostra-de-venise-2025-les-seize-films-les-plus-attendus-de-la-82e-edition_7454293.html#xtor=RSS-3-%5Blestitres%5D,2.0,1,64,11,6,25,71,106,3
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw374zwulb2m,bafyreie7jb36qgh7cccu36cvzsuy2umm4fftfockfptv5fxt54lf3twsqi,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-10T21:13:07.604Z,2025-08-10T20:55:04.000000Z,"Afellay onverwachts weg bij jeugd van KNVB: 'Ik vind het jammer, absoluut'

Ibrahim Afellay is gestopt als assistent bij de jeugd van de KNVB. De voormalig middenvelder wilde na een succesvolle zomer met Oranje onder 19 zelf graag door, zo vertelde hij tijdens Studio Voetbal.
",,,0,1,0,0,0,"Afellay onverwachts weg bij jeugd van KNVB: 'Ik vind het jammer, absoluut'","Ibrahim Afellay is gestopt als assistent bij de jeugd van de KNVB. De voormalig middenvelder wilde na een succesvolle zomer met Oranje onder 19 zelf graag door, zo vertelde hij tijdens Studio Voetbal.",https://www.nu.nl/voetbal/6365247/afellay-onverwachts-weg-bij-jeugd-van-knvb-ik-vind-het-jammer-absoluut.html,1.0,3,54,12,8,11,64,85,4
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lxha4zxiq52p,bafyreiaimvl4ct4l3dbr6liolybl5aw77ditwr6ejtaxtmuvduwfit253a,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-28T09:28:10.503Z,2025-08-28T08:06:00.000000Z,"The Fed Just Flagged Its First Interest Rate Cut Since December 2024, and It Could Be Bad News for the Stock Market


",,,0,1,1,0,0,"The Fed Just Flagged Its First Interest Rate Cut Since December 2024, and It Could Be Bad News for the Stock Market",The U.S. Federal Reserve looks set to cut interest rates at its next meeting on Sept. 16 and 17.,https://www.fool.com/investing/2025/08/28/the-fed-rate-cut-december-2024-be-bad-stock-market/,2.0,2,323,14,15,121,69,473,1
at://did:plc:kzmukwaf72iwepygposicgt3/app.bsky.feed.post/3lw2tcr6wma2l,bafyreidf6t6gxi2txfexmzc5ti7r2f3md6kqzjykou6p44le67f63k7ku4,news-flows-fr.bsky.social,did:plc:kzmukwaf72iwepygposicgt3,2025-08-10T17:41:34.402Z,2025-08-10T17:40:06.000000Z,"Groupe « terroriste », arrestations massives… 5 minutes pour comprendre la polémique autour de Palestine Action au Royaume-Uni


",,,0,0,0,2,0,,,https://www.leparisien.fr/international/royaume-uni/groupe-terroriste-arrestations-massives-5-minutes-pour-comprendre-la-polemique-autour-de-palestine-action-au-royaume-uni-10-08-2025-ZEPJ56MX4ZHTBEEGR4BHCZRTIY.php,2.0,0,42,66,1,20,80,129,2
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lybfnfupq62t,bafyreidpopr47a6thphe6otnuw4ejewoqidfo7chmpzf52dxjejiseqcbm,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-09-07T19:16:00.608Z,2025-09-07T19:00:38.000000Z,"Met mij gaat de hele talkshowtafel hinnikend van het lachen de Ster in

Renske Kruitbosch is columnist. Ze vervangt de komende periode Kitty Herweijer, die met zwangerschapsverlof is.
",,,0,1,1,0,0,Met mij gaat de hele talkshowtafel hinnikend van het lachen de Ster in,"Renske Kruitbosch is columnist. Ze vervangt de komende periode Kitty Herweijer, die met zwangerschapsverlof is.",https://www.ad.nl/opinie/met-mij-gaat-de-hele-talkshowtafel-hinnikend-van-het-lachen-de-ster-in~a6d8641e/,2.0,1,64,11,6,25,71,106,3
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw32rxuoda2n,bafyreiervayapp3srbxpvpziawvffa7vwpihifwuopzgwyj4ez7lexjruq,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-10T19:55:21.312Z,2025-08-10T19:29:59.000000Z,"FC Twente bevestigt vertrek middenvelder Vlap naar Al-Ahli

Michel Vlap zet zijn voetballoopbaan voort bij Al-Ahli. De club uit Qatar neemt de 28-jarige middenvelder per direct over van FC Twente, zo bevestigde de Enschedese Eredivisionist zondag. Vlap zag eerder deze zomer een overgang naar...",,,0,1,0,0,0,FC Twente bevestigt vertrek middenvelder Vlap naar Al-Ahli,"Michel Vlap zet zijn voetballoopbaan voort bij Al-Ahli. De club uit Qatar neemt de 28-jarige middenvelder per direct over van FC Twente, zo bevestigde de Enschedese Eredivisionist zondag. Vlap zag eer...",https://www.rtl.nl/nieuws/sport/artikel/5522664/fc-twente-bevestigt-vertrek-middenvelder-vlap-naar-al-ahli,1.0,3,54,12,8,11,64,85,4
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lxfjzg3sim2u,bafyreic62bcaf2u57y5tdkgiu3gu3j4kapm7izlrbb6clatxvpgziqlfku,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-08-27T17:19:46.811Z,2025-08-26T17:25:16.000000Z,"‘Big Balls’ in Biggest Ever Social Security Leak: Whistleblower


",,,0,1,1,0,0,‘Big Balls’ in Biggest Ever Social Security Leak: Whistleblower,"A Social Security whistleblower says hundreds of millions of Americans are at risk after their personal data was recklessly uploaded to a vulnerable cloud server, which one of the most notorious DOGE ...",https://www.yahoo.com/news/articles/big-balls-biggest-ever-social-172516854.html,2.0,2,323,14,15,121,69,473,1
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lxlr5t2v7p24,bafyreie2ujg6aqgd25u2q5ocfj3mtskh52om5txdly4seutyvg4435dzfu,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-30T04:43:29.506Z,2025-08-30T04:33:21.000000Z,"Steeds grotere druk op EU voor sancties tegen Israël

""EU: sanctions Israel now"" staat op spandoeken van enkele tientallen activisten die naar het conferentiecentrum in Kopenhagen gekomen zijn waar de EU-ministers van Buitenlandse Zaken vergaderen. Het ""Free, free Palestine"", dat over het plein...",,,0,1,1,0,0,Steeds grotere druk op EU voor sancties tegen Israël,"Discussie over EU-maatregelen tegen Israël zit al maanden vast. Door de steeds slechtere situatie in Gaza, neemt de druk om nu wel tot actie over te gaan toe.",https://nos.nl/artikel/2580434-steeds-grotere-druk-op-eu-voor-sancties-tegen-israel,2.0,0,42,66,1,20,80,129,2
at://did:plc:vzmnljt7otfbbgrmachtefxh/app.bsky.feed.post/3lyabd3fym627,bafyreibosbtmsnkida26wlerf3nakkeffxaha4bgyc7fjqldnl7ejatmwi,news-flows-ir.bsky.social,did:plc:vzmnljt7otfbbgrmachtefxh,2025-09-07T08:25:59.802Z,2025-09-07T08:00:16.000000Z,"From pop producer to activist: Robin Millar on the barriers disabled people still face

He made his name with chart-topping hits – now the Scope chair wants to change how society sees disabilityPop mogul Sir Robin Millar is not a man who you would expect to struggle with access in the music...",,,0,1,0,1,0,From pop producer to activist: Robin Millar on the barriers disabled people still face,He made his name with chart-topping hits – now the Scope chair wants to change how society sees disability,https://www.theguardian.com/world/2025/sep/07/from-pop-producer-to-activist-robin-millar-on-the-barriers-disabled-people-still-face,2.0,1,64,11,6,25,71,106,3
at://did:plc:toz4no26o2x4vsbum7cp4bxp/app.bsky.feed.post/3lw2xnv5on42w,bafyreidepmgxoibfbvn3rttsybgyfo4o66bywo75pos4352gpc2wcivkke,news-flows-nl.bsky.social,did:plc:toz4no26o2x4vsbum7cp4bxp,2025-08-10T18:59:23.509Z,2025-08-10T18:46:54.000000Z,"Waarom Ajax dringend behoefte heeft aan leiders: ‘Je komt hier niet mee weg in de Champions League’

Hoewel de 2-0 zege op Telstar anders doet vermoeden, oogde Ajax zeer fragiel. Trainer John Heitinga moet in zijn jacht op aanvallend voetbal het mentale, tactische en fysieke aspect snel repareren.
",,,0,0,0,1,0,Waarom Ajax dringend behoefte heeft aan leiders: ‘Je komt hier niet mee weg in de Champions League’,"Hoewel de 2-0 zege op Telstar anders doet vermoeden, oogde Ajax zeer fragiel. Trainer John Heitinga moet in zijn jacht op aanvallend voetbal het mentale, tactische en fysieke aspect snel repareren.",https://www.ad.nl/voetbal/waarom-ajax-dringend-behoefte-heeft-aan-leiders-je-komt-hier-niet-mee-weg-in-de-champions-league~a95b689b/,1.0,3,54,12,8,11,64,85,4
at://did:plc:cegiy4pfghh4rjs7ks7pbnkm/app.bsky.feed.post/3lxpiitu3qe2p,bafyreic7wvdpm5uqsmfz44zjmi2cswhzbghbabhys7tane272krbellqwe,news-flows-cz.bsky.social,did:plc:cegiy4pfghh4rjs7ks7pbnkm,2025-08-31T16:19:14.405Z,2025-08-31T16:04:00.000000Z,"Referendum jsou hra se sirkami? A co volby? Lipavský vyděsil Vondráčka

„I Sovětský svaz běžně komunikoval s USA, a to byl prostě bolševický totalitní režim. A co dělala teď Evropa? Nekomunikovala!“ rozčílil se Radek Vondráček (ANO) v Partii na CNN Prima News. Kvůli válce na Ukrajině ve studiu...",,,0,2,0,0,0,Referendum jsou hra se sirkami? A co volby? Lipavský vyděsil Vondráčka,"„I Sovětský svaz běžně komunikoval s USA, a to byl prostě bolševický totalitní režim. A co dělala teď Evropa? Nekomunikovala!“ rozčílil se Radek Vondráček (ANO) v Partii na CNN Prima News. Kvůli válce...",https://www.parlamentnilisty.cz/arena/monitor/Referendum-jsou-hra-se-sirkami-A-co-volby-Lipavsky-vydesil-Vondracka-779168,2.0,2,323,14,15,121,69,473,1
